,Name,City,Country,IATA,Latitude,Longitude,Altitude,Type
55,Puerto Deseado Airport,Puerto Deseado,Argentina,PUD,-47.7353,-65.9041,268.0,airport
56,Hermes Quijada International Airport,Rio Grande,Argentina,RGA,-53.7777,-67.7494,65.0,airport
57,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,RGL,-51.6089,-69.3126,61.0,airport
58,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,-54.8433,-68.2958,102.0,airport
59,Capitan D Daniel Vazquez Airport,San Julian,Argentina,ULA,-49.3068,-67.8026,203.0,airport
60,Perito Moreno Airport,Perito Moreno,Argentina,PMQ,-46.537899,-70.978699,1410.0,airport
61,Santa Cruz Airport,Santa Cruz,Argentina,RZA,-50.0165,-68.5792,364.0,airport
62,Comandante Espora Airport,Bahia Blanca,Argentina,BHI,-38.725,-62.1693,246.0,airport
63,Brigadier D.H.E. Ruiz Airport,Colonel Suarez,Argentina,CSZ,-37.446098,-61.889301,767.0,airport
64,Olavarria Airport,Olavarria,Argentina,OVR,-36.8899993896,-60.2165985107,551.0,airport
65,General Pico Airport,General Pico,Argentina,GPO,-35.6962013245,-63.7583007812,459.0,airport
66,Tres Arroyos Airport,Tres Arroyos,Argentina,OYO,-38.3869,-60.3297,400.0,airport
67,Bolivar Airport,Bolivar,Argentina,\N,-36.1866,-61.0764,308.0,airport
68,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,-37.9342,-57.5733,72.0,airport
69,Presidente Peron Airport,Neuquen,Argentina,NQN,-38.949001,-68.155701,895.0,airport
70,Comodoro Pedro Zanni Airport,Pehuajo,Argentina,PEH,-35.8446,-61.8576,278.0,airport
71,Santa Rosa Airport,Santa Rosa,Argentina,RSA,-36.588299,-64.275703,630.0,airport
72,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,-41.151199,-71.157501,2774.0,airport
73,Héroes De Malvinas Airport,Tandil,Argentina,TDL,-37.2374000549,-59.2279014587,574.0,airport
74,Villa Gesell Airport,Villa Gesell,Argentina,VLG,-37.2354,-57.0292,32.0,airport
75,Cutral-Co Airport,Cutralco,Argentina,CUT,-38.9397010803,-69.2646026611,2132.0,airport
76,Aviador C. Campos Airport,San Martin Des Andes,Argentina,CPC,-40.075401,-71.137299,2569.0,airport
77,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,CDJ,-8.348349571228027,-49.30149841308594,653.0,airport
78,Campo Délio Jardim de Mattos Airport,Rio De Janeiro,Brazil,\N,-22.875099,-43.384701,110.0,airport
79,Amapá Airport,Amapa,Brazil,\N,2.07751,-50.8582,45.0,airport
80,Araraquara Airport,Araracuara,Brazil,AQA,-21.8120002747,-48.1329994202,2334.0,airport
81,Santa Maria Airport,Aracaju,Brazil,AJU,-10.984000206,-37.0703010559,23.0,airport
82,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,AFL,-9.8663892746,-56.1049995422,948.0,airport
83,Araçatuba Airport,Aracatuba,Brazil,ARU,-21.1413002014,-50.4247016907,1361.0,airport
84,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,-1.3792500495900002,-48.4762992859,54.0,airport
85,Comandante Gustavo Kraemer Airport,Bage,Brazil,BGX,-31.39049911499,-54.112201690674,600.0,airport
86,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,PLU,-19.85120010375977,-43.95059967041016,2589.0,airport
87,Bacacheri Airport,Curitiba,Brazil,BFH,-25.4050998688,-49.23199844359999,3057.0,airport
88,Major Brigadeiro Doorgal Borges Airport,Barbacena,Brazil,\N,-21.2672,-43.761101,3657.0,airport
89,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,-15.86916732788086,-47.92083358764648,3497.0,airport
90,Bauru Airport,Bauru,Brazil,BAU,-22.3449993134,-49.0537986755,2025.0,airport
91,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB,2.84138894081,-60.6922225952,276.0,airport
92,Barra do Garças Airport,Barra Do Garcas,Brazil,BPG,-15.8613004684,-52.3889007568,1147.0,airport
93,Cascavel Airport,Cascavel,Brazil,CAC,-25.0002994537,-53.5008010864,2473.0,airport
94,Cachimbo Airport,Itaituba,Brazil,\N,-9.33393955231,-54.9654006958,1762.0,airport
95,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,-19.62444305419922,-43.97194290161133,2715.0,airport
96,Campo Grande Airport,Campo Grande,Brazil,CGR,-20.4687004089,-54.6725006104,1833.0,airport
97,Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP,-27.134199142456,-52.656600952148,2146.0,airport
98,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,CLN,-7.32043981552124,-47.45869827270508,565.0,airport
99,Diomício Freitas Airport,Criciuma,Brazil,CCM,-28.7244434357,-49.4213905334,93.0,airport
100,Canoas Air Force Base,Porto Alegre,Brazil,\N,-29.945928,-51.144413,26.0,airport
101,Bartolomeu Lisandro Airport,Campos,Brazil,CAW,-21.698299408,-41.301700592,57.0,airport
102,Corumbá International Airport,Corumba,Brazil,CMG,-19.0119438171,-57.6713905334,461.0,airport
103,Afonso Pena Airport,Curitiba,Brazil,CWB,-25.5284996033,-49.1758003235,2988.0,airport
104,Caravelas Airport,Caravelas,Brazil,CRQ,-17.652299880981,-39.253101348877,36.0,airport
105,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,CXJ,-29.1970996857,-51.1875,2472.0,airport
106,Marechal Rondon Airport,Cuiaba,Brazil,CGB,-15.6528997421,-56.1166992188,617.0,airport
107,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,CZS,-7.59990978241,-72.7695007324,637.0,airport
108,Presidente Prudente Airport,President Prudente,Brazil,PPB,-22.1751003265,-51.4245986938,1477.0,airport
109,Eduardo Gomes International Airport,Manaus,Brazil,MAO,-3.038609981536865,-60.04970169067383,264.0,airport
110,Jacareacanga Airport,Jacare-acanga,Brazil,JCR,-6.233160018920898,-57.77690124511719,323.0,airport
111,São Pedro da Aldeia Airport,Sao Pedro Da Aldeia,Brazil,\N,-22.81290054321289,-42.09260177612305,61.0,airport
112,Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,-25.60027885437012,-54.48500061035156,786.0,airport
113,Hercílio Luz International Airport,Florianopolis,Brazil,FLN,-27.670278549194336,-48.5525016784668,16.0,airport
114,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,FEN,-3.85493,-32.423302,193.0,airport
115,Furnas Airport,Alpinopolis,Brazil,\N,-20.702800750732425,-46.33530044555664,2413.0,airport
116,Pinto Martins International Airport,Fortaleza,Brazil,FOR,-3.776279926300049,-38.53260040283203,82.0,airport
117,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,-22.8099994659,-43.2505569458,28.0,airport
118,Guajará-Mirim Airport,Guajara-mirim,Brazil,GJM,-10.786399841308594,-65.28479766845703,478.0,airport
119,Santa Genoveva Airport,Goiania,Brazil,GYN,-16.631999969482422,-49.220699310302734,2450.0,airport
120,EMBRAER - Unidade Gavião Peixoto Airport,Macae,Brazil,\N,-21.773700714111328,-48.40510177612305,1998.0,airport
121,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,-23.435556411743164,-46.47305679321289,2459.0,airport
122,Guaratinguetá Airport,Guaratingueta,Brazil,GUJ,-22.79159927368164,-45.20479965209961,1761.0,airport
123,Altamira Airport,Altamira,Brazil,ATM,-3.2539100646973,-52.254001617432,369.0,airport
124,Itacoatiara Airport,Itaituba,Brazil,ITA,-3.127259969711304,-58.481201171875,142.0,airport
125,Itaituba Airport,Itaituba,Brazil,ITB,-4.2423400878906,-56.000701904297,110.0,airport
126,Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,-14.815999984741,-39.033199310303,15.0,airport
127,Usiminas Airport,Ipatinga,Brazil,IPN,-19.470699310303,-42.487598419189,784.0,airport
128,Francisco Vilela do Amaral Airport,Itumbiara,Brazil,ITR,-18.4447002411,-49.2134017944,1630.0,airport
129,Prefeito Renato Moreira Airport,Imperatriz,Brazil,IMP,-5.53129,-47.459999,432.0,airport
130,Belém/Brigadeiro Protásio de Oliveira Airport,Belem,Brazil,\N,-1.4141600132,-48.4607009888,52.0,airport
131,Francisco de Assis Airport,Juiz De Fora,Brazil,JDF,-21.79150009155273,-43.38679885864258,2989.0,airport
132,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,-7.145833015440001,-34.9486122131,217.0,airport
133,Lauro Carneiro de Loyola Airport,Joinville,Brazil,JOI,-26.22450065612793,-48.797401428222656,15.0,airport
134,Presidente João Suassuna Airport,Campina Grande,Brazil,CPV,-7.26992,-35.8964,1646.0,airport
135,Viracopos International Airport,Campinas,Brazil,VCP,-23.0074005127,-47.1344985962,2170.0,airport
136,Lages Airport,Lajes,Brazil,LAJ,-27.7821006775,-50.28150177,3065.0,airport
137,Lins Airport,Lins,Brazil,LIP,-21.663999557495,-49.730499267578,1559.0,airport
138,Governador José Richa Airport,Londrina,Brazil,LDB,-23.3335990906,-51.1301002502,1867.0,airport
139,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,LAZ,-13.2621002197,-43.4081001282,1454.0,airport
140,Lagoa Santa Airport,Lagoa Santa,Brazil,\N,-19.66160011291504,-43.89640045166016,2795.0,airport
141,João Correa da Rocha Airport,Maraba,Brazil,MAB,-5.36858987808,-49.1380004883,357.0,airport
142,Monte Dourado Airport,Almeirim,Brazil,MEU,-0.889839,-52.6022,677.0,airport
143,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF,-23.4794445038,-52.01222229,1788.0,airport
144,Mário Ribeiro Airport,Montes Claros,Brazil,MOC,-16.706899642899998,-43.818901062,2191.0,airport
145,Ponta Pelada Airport,Manaus,Brazil,PLL,-3.1460399627685547,-59.98630142211914,267.0,airport
146,Zumbi dos Palmares Airport,Maceio,Brazil,MCZ,-9.510809898376465,-35.79169845581055,387.0,airport
147,Alberto Alcolumbre Airport,Macapa,Brazil,MCP,0.0506640002131,-51.0722007751,56.0,airport
148,Dix-Sept Rosado Airport,Mocord,Brazil,MVF,-5.2019200325,-37.3642997742,76.0,airport
149,Campo de Marte Airport,Sao Paulo,Brazil,\N,-23.5090999603,-46.6377983093,2368.0,airport
150,Manicoré Airport,Manicore,Brazil,MNX,-5.8113799095154,-61.278301239014,174.0,airport
151,Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,-26.879999,-48.651402,18.0,airport
152,Santo Ângelo Airport,Santo Angelo,Brazil,GEL,-28.2817,-54.169102,1056.0,airport
153,Governador Aluízio Alves International Airport,Natal,Brazil,NAT,-5.768056,-35.376111,272.0,airport
154,Oiapoque Airport,Oioiapoque,Brazil,OYK,3.85548996925354,-51.79690170288086,63.0,airport
155,Salgado Filho Airport,Porto Alegre,Brazil,POA,-29.994400024414062,-51.1713981628418,11.0,airport
156,Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,PHB,-2.89374995232,-41.73199844359999,16.0,airport
157,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,POO,-21.843000411987,-46.567901611328,4135.0,airport
158,Lauro Kurtz Airport,Passo Fundo,Brazil,PFB,-28.243999,-52.326599,2376.0,airport
159,João Simões Lopes Neto International Airport,Pelotas,Brazil,PET,-31.718399,-52.327702,59.0,airport
160,Senador Nilo Coelho Airport,Petrolina,Brazil,PNZ,-9.362409591674805,-40.56909942626953,1263.0,airport
161,Porto Nacional Airport,Porto Nacional,Brazil,PNB,-10.719400405883787,-48.39970016479492,870.0,airport
162,Ponta Porã Airport,Ponta Pora,Brazil,PMG,-22.54960060119629,-55.702598571777344,2156.0,airport
163,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,PVH,-8.70928955078125,-63.90230178833008,290.0,airport
164,Plácido de Castro Airport,Rio Branco,Brazil,RBR,-9.868888854980469,-67.89805603027344,633.0,airport
165,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC,-8.126489639282227,-34.92359924316406,33.0,airport
166,Santos Dumont Airport,Rio De Janeiro,Brazil,SDU,-22.9104995728,-43.1631011963,11.0,airport
167,Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,-21.136388778686523,-47.776668548583984,1806.0,airport
168,Santa Cruz Air Force Base,Rio De Janeiro,Brazil,SNZ,-22.9324,-43.719101,10.0,airport
169,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,SJK,-23.22920036315918,-45.86149978637695,2120.0,airport
170,Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,-2.585360050201416,-44.23410034179688,178.0,airport
171,Congonhas Airport,Sao Paulo,Brazil,CGH,-23.626110076904297,-46.65638732910156,2631.0,airport
172,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,SJP,-20.8166007996,-49.40650177,1784.0,airport
173,Base Aérea de Santos Airport,Santos,Brazil,SSZ,-23.928056716918945,-46.29972076416016,10.0,airport
174,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA,-12.9086112976,-38.3224983215,64.0,airport
175,Trombetas Airport,Oriximina,Brazil,TMT,-1.489599943161,-56.396800994873,287.0,airport
176,Senador Petrônio Portela Airport,Teresina,Brazil,THE,-5.0599398613,-42.8235015869,219.0,airport
177,Tefé Airport,Tefe,Brazil,TFF,-3.38294005394,-64.7240982056,188.0,airport
178,Tarauacá Airport,Tarauaca,Brazil,TRQ,-8.1552600860596,-70.783302307129,646.0,airport
179,Telêmaco Borba Airport,Telemaco Borba,Brazil,TEC,-24.317800521850582,-50.6515998840332,2610.0,airport
180,Tiriós Airport,Obidos Tirios,Brazil,\N,2.22347,-55.946098,1127.0,airport
181,Tabatinga Airport,Tabatinga,Brazil,TBT,-4.2556700706482,-69.93579864502,279.0,airport
182,Tucuruí Airport,Tucurui,Brazil,TUR,-3.7860100269318,-49.72029876709,830.0,airport
183,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,SJL,-0.14835,-66.9855,251.0,airport
184,Paulo Afonso Airport,Paulo Alfonso,Brazil,PAV,-9.4008798599243,-38.250598907471,883.0,airport
185,Rubem Berta Airport,Uruguaiana,Brazil,URG,-29.7821998596,-57.0382003784,256.0,airport
186,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI,-18.883612,-48.225277,3094.0,airport
187,Mário de Almeida Franco Airport,Uberaba,Brazil,UBA,-19.764722824097,-47.966110229492,2655.0,airport
188,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,VAG,-21.5900993347,-45.4733009338,3025.0,airport
189,Brigadeiro Camarão Airport,Vilhena,Brazil,BVH,-12.694399833679,-60.098300933838,2018.0,airport
190,Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,-20.258057,-40.286388,11.0,airport
191,Iauaretê Airport,Iauarete,Brazil,\N,0.6075000166893,-69.18579864502,345.0,airport
192,Campo Fontenelle Airport,Piracununga,Brazil,QPS,-21.984600067138672,-47.33480072021485,1968.0,airport
193,Chacalluta Airport,Arica,Chile,ARI,-18.348499,-70.338699,167.0,airport
194,Balmaceda Airport,Balmaceda,Chile,BBA,-45.91609954833984,-71.68949890136719,1722.0,airport
195,El Bosque Airport,Santiago,Chile,\N,-33.561798095703125,-70.68840026855469,1844.0,airport
196,Chile Chico Airport,Chile Chico,Chile,CCH,-46.58330154418945,-71.6874008178711,1070.0,airport
197,El Loa Airport,Calama,Chile,CJC,-22.498199462890625,-68.90360260009766,7543.0,airport
198,Gral. Bernardo O´Higgins Airport,Chillan,Chile,YAI,-36.58250045776367,-72.03140258789062,495.0,airport
199,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,PUQ,-53.002602,-70.854599,139.0,airport
200,Teniente Vidal Airport,Coyhaique,Chile,GXQ,-45.594200134277344,-72.1061019897461,1020.0,airport
201,Diego Aracena Airport,Iquique,Chile,IQQ,-20.535200119018555,-70.1812973022461,155.0,airport
202,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,SCL,-33.393001556396484,-70.78579711914062,1555.0,airport
203,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,ANF,-23.444501,-70.445099,455.0,airport
204,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,WPR,-53.253700256347656,-70.31919860839844,104.0,airport
205,Futaleufú Airport,Futaleufu,Chile,FFU,-43.18920135498047,-71.8510971069336,1148.0,airport
206,María Dolores Airport,Los Angeles,Chile,LSQ,-37.40169906616211,-72.42539978027344,374.0,airport
207,Guardiamarina Zañartu Airport,Puerto Williams,Chile,WPU,-54.93109893798828,-67.62629699707031,88.0,airport
208,Carriel Sur Airport,Concepcion,Chile,CCP,-36.772701,-73.063103,26.0,airport
209,Mataveri Airport,Easter Island,Chile,IPC,-27.1648006439,-109.42199707,227.0,airport
210,Cañal Bajo Carlos - Hott Siebert Airport,Osorno,Chile,ZOS,-40.61119842529297,-73.06099700927734,187.0,airport
211,Vallenar Airport,Vallenar,Chile,VLR,-28.596399307250977,-70.75599670410156,1725.0,airport
212,De La Independencia Airport,Rancagua,Chile,QRC,-34.17369842529297,-70.77570343017578,1446.0,airport
213,La Florida Airport,La Serena,Chile,LSC,-29.916201,-71.199501,481.0,airport
214,Eulogio Sánchez Airport,Santiago,Chile,\N,-33.456298828125,-70.54669952392578,2129.0,airport
215,Maquehue Airport,Temuco,Chile,PZS,-38.766799926758,-72.637100219727,304.0,airport
216,El Tepual Airport,Puerto Montt,Chile,PMC,-41.43889999389648,-73.09400177001953,294.0,airport
217,Chaitén Airport,Chaiten,Chile,WCH,-42.93280029296875,-72.6990966796875,13.0,airport
218,Pichoy Airport,Valdivia,Chile,ZAL,-39.6500015259,-73.0860977173,59.0,airport
219,Chachoán Airport,Ambato,Ecuador,ATF,-1.2120699882507324,-78.57460021972656,8502.0,airport
220,Hacienda Clementina Airport,Clementia,Ecuador,\N,-1.7062699794769287,-79.37889862060547,328.0,airport
221,Francisco De Orellana Airport,Coca,Ecuador,OCC,-0.4628860056400299,-76.98680114746094,834.0,airport
222,Mariscal Lamar Airport,Cuenca,Ecuador,CUE,-2.88947,-78.984398,8306.0,airport
223,Seymour Airport,Galapagos,Ecuador,GPS,-0.4537580013275146,-90.26589965820312,207.0,airport
224,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,-2.15741991997,-79.88359832760001,19.0,airport
225,Gualaquiza Airport,Gualaquiza,Ecuador,\N,-3.4232099056243896,-78.56700134277344,2640.0,airport
226,Atahualpa Airport,Ibarra,Ecuador,\N,0.3384189903736114,-78.13639831542969,7304.0,airport
227,Km 192 Airport,Km-192,Ecuador,\N,0.1842029988765716,-79.39199829101562,1247.0,airport
228,Hacienda La Julia Airport,La Julia,Ecuador,\N,-1.7043800354003906,-79.55229949951172,50.0,airport
229,Cotopaxi International Airport,Latacunga,Ecuador,LTX,-0.906833,-78.615799,9205.0,airport
230,Jose Maria Velasco Ibarra Airport,Macara,Ecuador,MRR,-4.37823009491,-79.94100189210002,1508.0,airport
231,Coronel E Carvajal Airport,Macas,Ecuador,XMS,-2.299170017242432,-78.12079620361328,3452.0,airport
232,General Manuel Serrano Airport,Machala,Ecuador,MCH,-3.2689,-79.961601,11.0,airport
233,El Carmen Airport,Montalvo,Ecuador,\N,-2.067009925842285,-76.97570037841797,960.0,airport
234,Eloy Alfaro International Airport,Manta,Ecuador,MEC,-0.9460780024528505,-80.67880249023438,48.0,airport
235,Maragrosa Airport,Maragrosa,Ecuador,\N,-2.851099967956543,-79.80359649658203,18.0,airport
236,Amable Calle Gutierrez Airport,Pasaje,Ecuador,\N,-3.3196699619293213,-79.76920318603516,22.0,airport
237,Reales Tamarindos Airport,Portoviejo,Ecuador,PVO,-1.0416500568389893,-80.47219848632812,130.0,airport
238,Quevedo Airport,Quevedo,Ecuador,\N,-0.989400029182434,-79.46510314941406,350.0,airport
239,Mariscal Sucre International Airport,Quito,Ecuador,UIO,-0.129166666667,-78.3575,7841.0,airport
240,Chimborazo Airport,Riobamba,Ecuador,\N,-1.6534299850463867,-78.65609741210938,9151.0,airport
241,Santa Rosa International Airport,Santa Rosa,Ecuador,ETR,-3.441986,-79.996957,20.0,airport
242,General Ulpiano Paez Airport,Salinas,Ecuador,SNC,-2.20499,-80.988899,18.0,airport
243,Santo Domingo de Los Colorados Airport,Santo Domingo,Ecuador,\N,-0.2482219934463501,-79.21440124511719,1714.0,airport
244,Taura Airport,Taura,Ecuador,\N,-2.261039972305298,-79.6801986694336,56.0,airport
245,Mayor Galo Torres Airport,Tena,Ecuador,\N,-0.9867669939994812,-77.81950378417969,1708.0,airport
246,Tarapoa Airport,Tarapoa,Ecuador,TPC,-0.1229560002684593,-76.33779907226562,814.0,airport
247,Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,TUA,0.8095059990882874,-77.70809936523438,9649.0,airport
248,Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,-25.239999771118164,-57.52000045776367,292.0,airport
249,Juan De Ayolas Airport,Ayolas,Paraguay,AYO,-27.370554,-56.854064,223.0,airport
250,Teniente Col Carmelo Peralta Airport,Conception,Paraguay,CIO,-23.442363,-57.427253,253.0,airport
251,Itaipú Airport,Itaipu,Paraguay,\N,-25.407519,-54.619377,762.0,airport
252,Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay,ESG,-22.049999237060547,-60.619998931884766,553.0,airport
253,Carlos Miguel Gimenez Airport,Pilar,Paraguay,PIL,-26.881224,-58.318026,249.0,airport
254,El Eden Airport,Armenia,Colombia,AXM,4.45278,-75.7664,3990.0,airport
255,Tres De Mayo Airport,Puerto Asis,Colombia,PUU,0.505228,-76.5008,815.0,airport
256,Las Flores Airport,El Banco,Colombia,ELB,9.04554,-73.9749,111.0,airport
257,Palonegro Airport,Bucaramanga,Colombia,BGA,7.1265,-73.1848,3897.0,airport
258,El Dorado International Airport,Bogota,Colombia,BOG,4.70159,-74.1469,8361.0,airport
259,Ernesto Cortissoz International Airport,Barranquilla,Colombia,BAQ,10.8896,-74.7808,98.0,airport
260,José Celestino Mutis Airport,Bahia Solano,Colombia,BSC,6.20292,-77.3947,80.0,airport
261,Gerardo Tobar López Airport,Buenaventura,Colombia,BUN,3.81963,-76.9898,48.0,airport
262,Camilo Daza International Airport,Cucuta,Colombia,CUC,7.92757,-72.5115,1096.0,airport
263,Rafael Nuñez International Airport,Cartagena,Colombia,CTG,10.4424,-75.513,4.0,airport
264,Alfonso Bonilla Aragon International Airport,Cali,Colombia,CLO,3.54322,-76.3816,3162.0,airport
265,La Florida Airport,Tumaco,Colombia,TCO,1.81442,-78.7492,8.0,airport
266,Las Brujas Airport,Corozal,Colombia,CZU,9.33274,-75.2856,528.0,airport
267,Yariguíes Airport,Barrancabermeja,Colombia,EJA,7.02433,-73.8068,412.0,airport
268,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,FLA,1.58919,-75.5644,803.0,airport
269,Santiago Vila Airport,Girardot,Colombia,GIR,4.27624,-74.7967,900.0,airport
270,Juan Casiano Airport,Guapi,Colombia,GPI,2.57013,-77.8986,164.0,airport
271,Guaymaral Airport,Guaymaral,Colombia,\N,4.81233,-74.0649,8390.0,airport
272,Perales Airport,Ibague,Colombia,IBE,4.42161,-75.1333,2999.0,airport
273,San Luis Airport,Ipiales,Colombia,IPI,0.861925,-77.6718,9765.0,airport
274,Antonio Roldan Betancourt Airport,Carepa,Colombia,APO,7.81196,-76.7164,46.0,airport
275,Jorge Isaac Airport,La Mina,Colombia,MCJ,11.2325,-72.4901,281.0,airport
276,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,LET,-4.19355,-69.9432,277.0,airport
277,Enrique Olaya Herrera Airport,Medellin,Colombia,EOH,6.220549,-75.590582,4949.0,airport
278,Baracoa Airport,Magangue,Colombia,MGN,9.28474,-74.8461,178.0,airport
279,Los Garzones Airport,Monteria,Colombia,MTR,8.82374,-75.8258,36.0,airport
280,Fabio Alberto Leon Bentley Airport,Mitu,Colombia,MVP,1.25366,-70.2339,680.0,airport
281,La Nubia Airport,Manizales,Colombia,MZL,5.0296,-75.4647,6871.0,airport
282,Benito Salas Airport,Neiva,Colombia,NVA,2.95015,-75.294,1464.0,airport
283,Aguas Claras Airport,Ocana,Colombia,OCV,8.31506,-73.3583,3850.0,airport
284,Otu Airport,Otu,Colombia,OTU,7.01037,-74.7155,2060.0,airport
285,Puerto Bolívar Airport,Puerto Bolivar,Colombia,\N,12.2215,-71.9848,90.0,airport
286,German Olano Airport,Puerto Carreno,Colombia,PCR,6.18472,-67.4932,177.0,airport
287,Matecaña International Airport,Pereira,Colombia,PEI,4.81267,-75.7395,4416.0,airport
288,Pitalito Airport,Pitalito,Colombia,PTX,1.85777,-76.0857,4212.0,airport
289,Guillermo León Valencia Airport,Popayan,Colombia,PPN,2.4544,-76.6093,5687.0,airport
290,Antonio Narino Airport,Pasto,Colombia,PSO,1.39625,-77.2915,5951.0,airport
291,El Embrujo Airport,Providencia,Colombia,PVA,13.3569,-81.3583,10.0,airport
292,Mariquita Airport,Mariquita,Colombia,MQU,5.21256,-74.8836,1531.0,airport
293,Jose Maria Córdova International Airport,Rio Negro,Colombia,MDE,6.16454,-75.4231,6955.0,airport
294,Almirante Padilla Airport,Rio Hacha,Colombia,RCH,11.5262,-72.926,43.0,airport
295,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,SJE,2.57969,-72.6394,605.0,airport
296,Simón Bolívar International Airport,Santa Marta,Colombia,SMR,11.1196,-74.2306,22.0,airport
297,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,ADZ,12.5836,-81.7112,19.0,airport
298,Eduardo Falla Solano Airport,San Vincente De Caguan,Colombia,SVI,2.15217,-74.7663,920.0,airport
299,Gustavo Vargas Airport,Tame,Colombia,TME,6.45108,-71.7603,1050.0,airport
300,Santiago Perez Airport,Arauca,Colombia,AUC,7.06888,-70.7369,420.0,airport
301,El Caraño Airport,Quibdo,Colombia,UIB,5.69076,-76.6412,204.0,airport
302,Heriberto Gíl Martínez Airport,Tulua,Colombia,ULQ,4.08836,-76.2351,3132.0,airport
303,Alfonso López Pumarejo Airport,Valledupar,Colombia,VUP,10.435,-73.2495,483.0,airport
304,Vanguardia Airport,Villavicencio,Colombia,VVC,4.16787,-73.6138,1394.0,airport
305,Bermejo Airport,Bermejo,Bolivia,BJO,-22.7733001709,-64.31289672850001,1249.0,airport
306,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,-17.421100616455078,-66.1771011352539,8360.0,airport
307,Chimore Airport,Chapacura,Bolivia,CCA,-16.976834,-65.145568,875.0,airport
308,Capitán Aníbal Arab Airport,Cobija,Bolivia,CIJ,-11.040399551400002,-68.7829971313,889.0,airport
309,El Alto International Airport,La Paz,Bolivia,LPB,-16.5132999420166,-68.19229888916016,13355.0,airport
310,Juan Mendoza Airport,Oruro,Bolivia,ORU,-17.962600708,-67.0762023926,12152.0,airport
311,Capitan Nicolas Rojas Airport,Potosi,Bolivia,POI,-19.5431003571,-65.72370147710001,12913.0,airport
312,Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,Bolivia,PSZ,-18.975301,-57.820599,440.0,airport
313,Santa Ana Del Yacuma Airport,Santa Ana,Bolivia,SBL,-13.7622003555,-65.4352035522,472.0,airport
314,Juana Azurduy De Padilla Airport,Sucre,Bolivia,SRE,-19.007099151611328,-65.2886962890625,9540.0,airport
315,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,TJA,-21.5557003021,-64.7013015747,6079.0,airport
316,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,TDD,-14.8186998367,-64.9179992676,509.0,airport
